MID,MID Type,DBA,Client ID,Partner,Submitted Date,Approval Date,Related Acquiring MID,Rep,,,
14543,Gateway,James M. Wilson DDS,"10008434 - James M. Wilson, DDS",CareCredit,2021-02-12,2021-02-12,,AxiaMed House,,,
14545,Gateway,Oak Forest Animal Clinic,10008432 - Oak Forest Animal Clinic,CareCredit,2021-02-12,2021-02-12,,AxiaMed House,,,
14550,Gateway,Mill Run Endodontics,10008446 - Mill Run Endodontics,CareCredit,2021-02-16,2021-02-16,,AxiaMed House,,,
14551,Gateway,"Mack A. Wright, DDS","10008447 - Mack A. Wright, DDS",CareCredit,2021-02-16,2021-02-16,,AxiaMed House,,,
14552,Gateway,Admire Your Smile,10008448 - Admire Your Smile,CareCredit,2021-02-16,2021-02-16,,AxiaMed House,,,
14553,Gateway,Pet Center Ltd.,"10008449 - Pet Center, Ltd.",CareCredit,2021-02-16,2021-02-16,,AxiaMed House,,,
14554,Gateway,Balaci Dental Group,10008450 - Balaci Dental Group,CareCredit,2021-02-16,2021-02-16,,AxiaMed House,,,
14555,Gateway,Simple Smiles,10008453 - Simple Smiles,CareCredit,2021-02-16,2021-02-16,,AxiaMed House,,,
14556,Gateway,John H. Myers DDS,"10008455 - John H. Myers, DDS",CareCredit,2021-02-16,2021-02-16,,AxiaMed House,,,
14557,Gateway,Big Tree Dental & Implant Care,10008456 - Big Tree Dental & Implant Care,CareCredit,2021-02-16,2021-02-16,,AxiaMed House,,,
14558,Gateway,Total Pet Hospital LLC,"10008459 - Total Pet Hospital, LLC",CareCredit,2021-02-16,2021-02-16,,AxiaMed House,,,
14559,Gateway,Dermody Pediatric Dentistry & Orthodontics,10008460 - Dermody Pediatric Dentistry & Orthodontics,CareCredit,2021-02-16,2021-02-16,,AxiaMed House,,,
14560,Gateway,Family Dental Services,10008461 - Family Dental Services,CareCredit,2021-02-16,2021-02-16,,AxiaMed House,,,
14561,Gateway,Hatfield Family Dentistry,10008482 - Hatfield Family Dentistry,CareCredit,2021-02-16,2021-02-16,,AxiaMed House,,,
14562,Gateway,Village Family Dental Associates - Black Earth,10008470 - Village Family Dental Associates - Black Earth,CareCredit,2021-02-16,2021-02-16,,AxiaMed House,,,
14563,Gateway,Village Family Dental Associates - Prairie du Sac,10008469 - Village Family Dental Associates - Prairie du Sac,CareCredit,2021-02-16,2021-02-16,,AxiaMed House,,,
14564,Gateway,David W. Curtis DDS,"10008462 - David W. Curtis, DDS",CareCredit,2021-02-16,2021-02-16,,AxiaMed House,,,
14565,Gateway,Village Family Dental Associates - Spring Green,10008471 - Village Family Dental Associates - Spring Green,CareCredit,2021-02-16,2021-02-16,,AxiaMed House,,,
14566,Gateway,A Affordable Dental Services LLC,"10008463 - A Affordable Dental Services, LLC",CareCredit,2021-02-16,2021-02-16,,AxiaMed House,,,
14567,Gateway,"Regina R. Davis, DDS, PLLC","10008481 - Regina R. Davis, DDS, PLLC",CareCredit,2021-02-16,2021-02-16,,AxiaMed House,,,
14568,Gateway,Angeles Vista Pet Medical Center,10008465 - Angeles Vista Pet Medical Center,CareCredit,2021-02-16,2021-02-16,,AxiaMed House,,,
14569,Gateway,Madera Veterinary Center,10008480 - Madera Veterinary Center,CareCredit,2021-02-16,2021-02-16,,AxiaMed House,,,
14570,Gateway,Dr. John F. Andrews Jr. DMD,"10008466 - Dr. John F. Andrews Jr., DMD",CareCredit,2021-02-16,2021-02-16,,AxiaMed House,,,
14571,Gateway,Olympic Veterinary Clinic,10008479 - Olympic Veterinary Clinic,CareCredit,2021-02-16,2021-02-16,,AxiaMed House,,,
14572,Gateway,East River Veterinary Clinic,10008467 - East River Veterinary Clinic,CareCredit,2021-02-16,2021-02-16,,AxiaMed House,,,
14573,Gateway,Perring Animal Hospital,10008477 - Perring Animal Hospital,CareCredit,2021-02-16,2021-02-16,,AxiaMed House,,,
14574,Gateway,HKB Knoxville PA,"10008476 - David B. Reath, MD",CareCredit,2021-02-16,2021-02-16,,AxiaMed House,,,
14575,Gateway,Blaine Birch Bay Family Dentistry,10008468 - Blaine Birch Bay Family Dentistry,CareCredit,2021-02-16,2021-02-16,,AxiaMed House,,,
14576,Gateway,Calla Slimspa,10008472 - Calla Slimspa,CareCredit,2021-02-16,2021-02-16,,AxiaMed House,,,
14578,Gateway,Moore Family Dental,10008495 - Moore Family Dental,CareCredit,2021-02-17,2021-02-17,,AxiaMed House,,,
14579,Gateway,Wise Vision,10008493 - Wise Vision,CareCredit,2021-02-17,2021-02-17,,AxiaMed House,,,
14580,Gateway,Eye Contact Vision Center,10008492 - Eye Contact Vision Center,CareCredit,2021-02-17,2021-02-17,,AxiaMed House,,,
14581,Gateway,Triad Eye Associates,10008489 - Triad Eye Associates,CareCredit,2021-02-17,2021-02-17,,AxiaMed House,,,
14582,Gateway,Jefferson Veterinary Hospital,10008500 - Jefferson Veterinary Hospital,CareCredit,2021-02-17,2021-02-17,,AxiaMed House,,,
14583,Gateway,Animal Clinic of Rockford,10008501 - Animal Clinic of Rockford,CareCredit,2021-02-17,2021-02-17,,AxiaMed House,,,
14585,Gateway,"Lake Country Dental, Ltd.","10008503 - Lake Country Dental, Ltd.",CareCredit,2021-02-17,2021-02-17,,AxiaMed House,,,
14607,Gateway,Servicios Veterinaria Ambulatorios,10008512 - Servicios Veterinaria Ambulatorios,CareCredit,2021-02-24,2021-02-24,,AxiaMed House,,,
14613,Gateway,"Kevin C. Koscso, DMD, PA","10008523 - Kevin C. Koscso, DMD, PA",CareCredit,2021-02-25,2021-02-25,,AxiaMed House,,,
14615,Gateway,Medford Animal Hospital,10008529 - Medford Animal Hospital,CareCredit,2021-02-26,2021-02-26,,AxiaMed House,,,
14616,Gateway,Downtown Dental,10008528 - Downtown Dental,CareCredit,2021-02-26,2021-02-26,,AxiaMed House,,,
14618,Gateway,Crown And Glory Dental,10008527 - Crown And Glory Dental,CareCredit,2021-02-26,2021-02-26,,AxiaMed House,,,
14624,Gateway,Christopher S. Carroll DDS PC,"10008542 - Christopher S. Carroll, DDS, PC",CareCredit,2021-03-01,2021-03-01,,AxiaMed House,,,
14637,Gateway,Seabridge Dental,10008552 - Seabridge Dental,CareCredit,2021-03-02,2021-03-02,,AxiaMed House,,,
14646,Gateway,"David Peppers, DDS, PLLC","10008568 - David Peppers, DDS, PLLC",CareCredit,2021-03-04,2021-03-04,,AxiaMed House,,,
14659,Gateway,Brooks Animal Clinic,10008567 - Brooks Animal Clinic,CareCredit,2021-03-08,2021-03-08,,AxiaMed House,,,
14660,Gateway,Branford Optometric,10008566 - Branford Optometric,CareCredit,2021-03-08,2021-03-08,,AxiaMed House,,,
14661,Gateway,"Randolph Gryebet, DDS","10008565 - Randolph Gryebet, DDS",CareCredit,2021-03-08,2021-03-08,,AxiaMed House,,,
14662,Gateway,"Absolute Wellness, PLLC","10008564 - Absolute Wellness, PLLC",CareCredit,2021-03-08,2021-03-08,,AxiaMed House,,,
14663,Gateway,"James Bishop, DDS","10008556 - James Bishop, DDS",CareCredit,2021-03-08,2021-03-08,,AxiaMed House,,,
14664,Gateway,Pediatric Dentistry of Noblesville,10008563 - Pediatric Dentistry of Noblesville,CareCredit,2021-03-08,2021-03-08,,AxiaMed House,,,
14665,Gateway,"Poplar Pike Dental, PLLC","10008557 - Poplar Pike Dental, PLLC",CareCredit,2021-03-08,2021-03-08,,AxiaMed House,,,
14666,Gateway,"Panhandle Veterinary Clinic, LLC","10008562 - Panhandle Veterinary Clinic, LLC",CareCredit,2021-03-08,2021-03-08,,AxiaMed House,,,
14667,Gateway,San Juan Veterinary Hospital,10008569 - San Juan Veterinary Hospital,CareCredit,2021-03-09,2021-03-09,,AxiaMed House,,,
14668,Gateway,Dr. Nathan Emmert Vision and Eyecare,10008571 - Dr. Nathan Emmert Vision and Eyecare,CareCredit,2021-03-09,2021-03-09,,AxiaMed House,,,
14669,Gateway,"Dr. David A. Sabourin, DDS","10008572 - Dr. David A. Sabourin, DDS",CareCredit,2021-03-09,2021-03-09,,AxiaMed House,,,
14670,Gateway,North Little Rock Women's Clinic,10008573 - North Little Rock Women's Clinic,CareCredit,2021-03-09,2021-03-09,,AxiaMed House,,,
14671,Gateway,"Patricia J. Webb, DDS","10008574 - Patricia J. Webb, DDS",CareCredit,2021-03-09,2021-03-09,,AxiaMed House,,,
14672,Gateway,Carthage Dental Center,10008576 - Carthage Dental Center,CareCredit,2021-03-09,2021-03-09,,AxiaMed House,,,
14673,Gateway,"James Blankenship, DDS","10008578 - James Blankenship, DDS",CareCredit,2021-03-09,2021-03-09,,AxiaMed House,,,
14675,Gateway,Goshen Animal Clinic,10008580 - Goshen Animal Clinic,CareCredit,2021-03-09,2021-03-09,,AxiaMed House,,,
14682,Gateway,Ennis Chiropractic & Wellness Center,10008591 - Ennis Chiropractic & Wellness Center,CareCredit,2021-03-11,2021-03-11,,AxiaMed House,,,
14684,Gateway,"Martin Chan, DDS","10008593 - Martin Chan, DDS",CareCredit,2021-03-11,2021-03-11,,AxiaMed House,,,
14701,Gateway,"Roche Family Dentistry, PA","10008604 - Roche Family Dentistry, PA",CareCredit,2021-03-12,2021-03-12,,AxiaMed House,,,
14705,Gateway,"John M. Minter, DDS","10008607 - John M. Minter, DDS",CareCredit,2021-03-15,2021-03-15,,AxiaMed House,,,
14706,Gateway,"Powell Orthopedics, PA","10008608 - Powell Orthopedics, PA",CareCredit,2021-03-15,2021-03-15,,AxiaMed House,,,
14707,Gateway,"John E. Starcher, DDS","10008611 - John E. Starcher, DDS",CareCredit,2021-03-15,2021-03-15,,AxiaMed House,,,
14708,Gateway,Grand Rapids Vet Clinic,10008615 - Grand Rapids Vet Clinic,CareCredit,2021-03-15,2021-03-15,,AxiaMed House,,,
14709,Gateway,Healthy Pets of Hayden Run,10008619 - Healthy Pets of Hayden Run,CareCredit,2021-03-15,2021-03-15,,AxiaMed House,,,
14722,Gateway,"Wai Lau, DDS, Inc.","10008524 - Wai Lau, DDS, Inc.",CareCredit,2021-03-16,2021-03-16,,AxiaMed House,,,
14735,Gateway,"Keisha R. Brown, DDS, PA","10008627 - Keisha R. Brown, DDS, PA",CareCredit,2021-03-19,2021-03-19,,AxiaMed House,,,
14737,Gateway,Three Gables Surgery Center,10008639 - Three Gables Surgery Center,CareCredit,2021-03-22,2021-03-22,,AxiaMed House,,,
14738,Gateway,"Evan T. Williams, DDS","10008641 - Evan T. Williams, DDS",CareCredit,2021-03-22,2021-03-22,,AxiaMed House,,,
14739,Gateway,"Jeffrey P. Fish, DDS","10008640 - Jeffrey P. Fish, DDS",CareCredit,2021-03-22,2021-03-22,,AxiaMed House,,,
14748,Gateway,"Animal Hospital of Putnam, LLC","10008644 - Animal Hospital of Putnam, LLC",CareCredit,2021-03-23,2021-03-23,,AxiaMed House,,,
14774,Gateway,East County Family Dental Center,10008669 - East County Family Dental Center,CareCredit,2021-03-24,2021-03-24,,AxiaMed House,,,
14775,Gateway,"Monila Reheman, DMD","10008654 - Monila Reheman, DMD",CareCredit,2021-03-24,2021-03-24,,AxiaMed House,,,
14805,Gateway,"St. Andrews Animal Clinic, LLC","10008664 - St. Andrews Animal Clinic, LLC",CareCredit,2021-03-26,2021-03-26,,AxiaMed House,,,
14806,Gateway,Euclid Veterinary Clinic,10008665 - Euclid Veterinary Clinic,CareCredit,2021-03-26,2021-03-26,,AxiaMed House,,,
14807,Gateway,"Melinda Silva, MD","10008667 - Melinda Silva, MD",CareCredit,2021-03-26,2021-03-26,,AxiaMed House,,,
14823,Gateway,"Kirk Kooker, DDS","10008687 - Kirk Kooker, DDS",CareCredit,2021-03-30,2021-03-30,,AxiaMed House,,,
14824,Gateway,Gobles Veterinary Clinic,10008689 - Gobles Veterinary Clinic,CareCredit,2021-03-30,2021-03-30,,AxiaMed House,,,
14860,Gateway,Moxey Schreiber Veterinary Hospital,10008698 - Moxey Schreiber Veterinary Hospital,CareCredit,2021-04-02,2021-04-02,,AxiaMed House,,,
14877,Gateway,"Raymond A. Flagiello, DDS","10008700 - Raymond A. Flagiello, DDS",CareCredit,2021-04-05,2021-04-05,,AxiaMed House,,,
14896,Gateway,Triad Eye Associates of High Point,10008706 - Triad Eye Associates of High Point,CareCredit,2021-04-07,2021-04-07,,AxiaMed House,,,
14932,Gateway,VCA Arroyo Animal Hospital,10008714 - VCA Arroyo Animal Hospital,CareCredit,2021-04-09,2021-04-09,,AxiaMed House,,,
14942,Gateway,R11-Apple Valley Dental Office 11353,10008715 - R11-Apple Valley Dental Office 11353,CareCredit,2021-04-12,2021-04-12,,AxiaMed House,,,
14943,Gateway,Country Veterinary Clinic,10008716 - Country Veterinary Clinic,CareCredit,2021-04-12,2021-04-12,,AxiaMed House,,,
14944,Gateway,R11-Victor Valley Dental Group 11354,10008719 - R11-Victor Valley Dental Group 11354,CareCredit,2021-04-12,2021-04-12,,AxiaMed House,,,
15004,Gateway,Surgery Center of Key West,10008726 - Surgery Center of Key West,CareCredit,2021-04-15,2021-04-15,,AxiaMed House,,,
15005,Gateway,Comfort Dental Evergreen,10008731 - Comfort Dental Evergreen,CareCredit,2021-04-15,2021-04-15,,AxiaMed House,,,
15006,Gateway,Caledonia Dental Group,10008737 - Caledonia Dental Group,CareCredit,2021-04-15,2021-04-15,,AxiaMed House,,,
15007,Gateway,The Plastic Surgery Center,10008740 - The Plastic Surgery Center,CareCredit,2021-04-15,2021-04-15,,AxiaMed House,,,
15020,Gateway,Noah's Ark Animal Hospital,10008749 - Noah's Ark Animal Hospital,CareCredit,2021-04-16,2021-04-16,,AxiaMed House,,,
15065,Gateway,Dental Center of Ocala,10008757 - Dental Center of Ocala,CareCredit,2021-04-21,2021-04-21,,AxiaMed House,,,
15066,Gateway,"Ellsworth-Bucksport Dental Associates, PA, Inc.","10008769 - Ellsworth-Bucksport Dental Associates, PA, Inc.",CareCredit,2021-04-21,2021-04-21,,AxiaMed House,,,
15067,Gateway,"Ted Ardoin, DDS","10008774 - Ted Ardoin, DDS",CareCredit,2021-04-21,2021-04-21,,AxiaMed House,,,
15088,Gateway,Northwest Pennsylvania Pet Emergency Center,10008793 - Northwest Pennsylvannia Pet Emergency Center,CareCredit,2021-04-23,2021-04-23,,AxiaMed House,,,
15089,Gateway,"Till Newell Animal Hospital, PA","10008801 - Till Newell Animal Hospital, PA",CareCredit,2021-04-23,2021-04-23,,AxiaMed House,,,
15091,Gateway,VCA Castle Shannon Animal Hospital,10008802 - VCA Castle Shannon Animal Hospital,CareCredit,2021-04-23,2021-04-23,,AxiaMed House,,,
15112,Gateway,Veterinary Village,10008814 - Veterinary Village,CareCredit,2021-04-26,2021-04-26,,AxiaMed House,,,
15113,Gateway,Healthy Pets of Rome Hillard,10008813 - Healthy Pets of Rome Hillard,CareCredit,2021-04-26,2021-04-26,,AxiaMed House,,,
15114,Gateway,"Jay B. Terrell, DDS, PC","10008809 - Jay B. Terrell, DDS, PC",CareCredit,2021-04-26,2021-04-26,,AxiaMed House,,,
15115,Gateway,Dog Cat and Bird Clinic of Nutley,10008806 - Dog Cat and Bird Clinic of Nutley,CareCredit,2021-04-26,2021-04-26,,AxiaMed House,,,
15116,Gateway,Gentle Dental Riverside-Tyler,10008805 - Gentle Dental Riverside-Tyler,CareCredit,2021-04-26,2021-04-26,,AxiaMed House,,,
15117,Gateway,Plaza Dental Associates,10008808 - Plaza Dental Associates,CareCredit,2021-04-26,2021-04-26,,AxiaMed House,,,
15118,Gateway,Smith Dental Care,10008807 - Smith Dental Care,CareCredit,2021-04-26,2021-04-26,,AxiaMed House,,,
15211,Gateway,Capital Center,10008841 - Capital Center,CareCredit,2021-05-03,2021-05-03,,AxiaMed House,,,
15212,Gateway,Horizon Dental,10008836 - Horizon Dental,CareCredit,2021-05-03,2021-05-03,,AxiaMed House,,,
15213,Gateway,Rustebakke Veterinary Service,10008839 - Rustebakke Veterinary Service,CareCredit,2021-05-03,2021-05-03,,AxiaMed House,,,
15214,Gateway,"Marcel Scheinman, MD, PC","10008831 - Marcel Scheinman, MD, PC",CareCredit,2021-05-03,2021-05-03,,AxiaMed House,,,
15220,Gateway,Triad Eye Associates of Greensboro,10008792 - Triad Eye Associates of Greensboro,CareCredit,2021-05-03,2021-05-03,,AxiaMed House,,,
15225,Gateway,American Dental Center,10008848 - American Dental Center,CareCredit,2021-05-04,2021-05-04,,AxiaMed House,,,
15226,Gateway,New England Equine Medical and Surgical Center,10008850 - New England Equine Medical and Surgical Center,CareCredit,2021-05-04,2021-05-04,,AxiaMed House,,,
15227,Gateway,"Columbus Dental Care, PLLC","10008849 - Columbus Dental Care, PLLC",CareCredit,2021-05-04,2021-05-04,,AxiaMed House,,,
15234,Gateway,Mauer Animal Clinic,10008856 - Mauer Animal Clinic,CareCredit,2021-05-05,2021-05-05,,AxiaMed House,,,
15247,Gateway,"Simmons, King, & Alonge Oral Surgery","10008860 - Simmons, King, & Alonge Oral Surgery",CareCredit,2021-05-06,2021-05-06,,AxiaMed House,,,
15248,Gateway,Emerson Veterinary Clinic & Hospital,10008828 - Emerson Veterinary Clinic & Hospital,CareCredit,2021-05-06,2021-05-06,,AxiaMed House,,,
15249,Gateway,"Reba Copley Harper, DDS","10008859 - Reba Copley Harper, DDS",CareCredit,2021-05-06,2021-05-06,,AxiaMed House,,,
15259,Gateway,VCA Westboro Animal Hospital,10008863 - VCA Westboro Animal Hospital,CareCredit,2021-05-07,2021-05-07,,AxiaMed House,,,
15271,Gateway,"South Jersey Endodontics, PA (Sewell)","10008900 - South Jersey Endodontics, PA (Sewell)",CareCredit,2021-05-12,2021-05-12,,AxiaMed House,,,
15272,Gateway,"South Jersey Endodontics, PA (Cherry Hill)","10008901 - South Jersey Endodontics, PA (Cherry Hill)",CareCredit,2021-05-12,2021-05-12,,AxiaMed House,,,
15273,Gateway,Animal Medical Clinic,10008899 - Animal Medical Clinic,CareCredit,2021-05-12,2021-05-12,,AxiaMed House,,,
15274,Gateway,German Village Veterinary Hospital,10008898 - German Village Veterinary Hospital,CareCredit,2021-05-12,2021-05-12,,AxiaMed House,,,
15287,Gateway,Briarcliff Dental Group,10008906 - Briarcliff Dental Group,CareCredit,2021-05-13,2021-05-13,,AxiaMed House,,,
15290,Gateway,Darien Animal Clinic,10008907 - Darien Animal Clinic,CareCredit,2021-05-14,2021-05-14,,AxiaMed House,,,
15291,Gateway,Forsyth Family Dental,10008911 - Forsyth Family Dental,CareCredit,2021-05-14,2021-05-14,,AxiaMed House,,,
15293,Gateway,"McClendon Veterinary Clinic, LLC","10008917 - McClendon Veterinary Clinic, LLC",CareCredit,2021-05-17,2021-05-17,,AxiaMed House,,,
15294,Gateway,Simmonds Dental Center,10008916 - Simmonds Dental Center,CareCredit,2021-05-17,2021-05-17,,AxiaMed House,,,
15295,Gateway,"Herb Bennett, DMD","10008913 - Herb Bennett, DMD",CareCredit,2021-05-17,2021-05-17,,AxiaMed House,,,
15301,Gateway,"Troy Ha, DDS","10008923 - Troy Ha, DDS",CareCredit,2021-05-18,2021-05-18,,AxiaMed House,,,
15302,Gateway,Todays Dental,10008922 - Todays Dental,CareCredit,2021-05-18,2021-05-18,,AxiaMed House,,,
15306,Gateway,"Ekram Saeed, DMD","10008770 - Ekram Saeed, DMD",CareCredit,2021-05-18,2021-05-18,,AxiaMed House,,,
15315,Gateway,"Todd Touchet Family Dentistry, LLC","10008937 - Todd  Touchet Family Dentistry, LLC",CareCredit,2021-05-20,2021-05-20,,AxiaMed House,,,
15316,Gateway,St. Paul Veterinary Clinic,10008936 - St. Paul Veterinary Clinic,CareCredit,2021-05-20,2021-05-20,,AxiaMed House,,,
15336,Gateway,Animal Kingdom Pet Hospital,10008947 - Animal Kingdom Pet Hospital,CareCredit,2021-05-25,2021-05-25,,AxiaMed House,,,
15389,Gateway,"John M. Shamoun, MD","10008952 - John M. Shamoun, MD",CareCredit,2021-05-27,2021-05-27,,AxiaMed House,,,
15396,Gateway,St. Francis Veterinary Clinic,10008957 - St. Francis Veterinary Clinic,CareCredit,2021-05-28,2021-05-28,,AxiaMed House,,,
15415,Gateway,"Warren M. Merguerian, Jr., DDS, PA","10008969 - Warren M. Merguerian, Jr., DDS, PA",CareCredit,2021-06-03,2021-06-03,,AxiaMed House,,,
15426,Gateway,Sterling Optical,10008979 - Sterling Optical,CareCredit,2021-06-07,2021-06-07,,AxiaMed House,,,
15437,Gateway,Northcoast Endodontic Specialists,10008980 - Northcoast Endodontic Specialists,CareCredit,2021-06-09,2021-06-09,,AxiaMed House,,,
15438,Gateway,"Family Health Dental of New York, PLLC","10008982 - Family Health Dental of New York, PLLC",CareCredit,2021-06-09,2021-06-09,,AxiaMed House,,,
15443,Gateway,Gentle Vet Animal Hospital,10008984 - Gentle Vet Animal Hospital,CareCredit,2021-06-10,2021-06-10,,AxiaMed House,,,
15467,Gateway,"Anthony J. D'Amico, DDS, PC","10008991 - Anthony J. D'Amico, DDS, PC",CareCredit,2021-06-14,2021-06-14,,AxiaMed House,,,
15468,Gateway,Pass Road Veterinary Hospital,10008994 - Pass Road Veterinary Hospital,CareCredit,2021-06-15,2021-06-15,,AxiaMed House,,,
15477,Gateway,Eagles Nest Animal Hospital,10008998 - Eagles Nest Animal Hospital,CareCredit,2021-06-18,2021-06-18,,AxiaMed House,,,
15478,Gateway,Berwick Dental Arts,10008996 - Berwick Dental Arts,CareCredit,2021-06-18,2021-06-18,,AxiaMed House,,,
15485,Gateway,Troy Veterinary Hospital,10009002 - Troy Veterinary Hospital,CareCredit,2021-06-22,2021-06-22,,AxiaMed House,,,
